id,conversation_id,created_at,date,time,timezone,user_id,username,name,place,tweet,language,mentions,urls,photos,replies_count,retweets_count,likes_count,hashtags,cashtags,link,retweet,quote_url,video,thumbnail,near,geo,source,user_rt_id,user_rt,retweet_id,reply_to,retweet_date,translate,trans_src,trans_dest
1503777678524293121,1503777678524293121,2022-03-15 23:58:32 SE Asia Standard Time,2022-03-15,23:58:32,+0700,512817820,merahsagacoffee,merahsagacoffee,,Mau ditraktir sama IndiHome?,in,[],[],[],0,0,0,[],[],https://twitter.com/merahsagacoffee/status/1503777678524293121,False,https://twitter.com/IndiHome/status/1503640310659751937,0,,,,,,,,[],,,,
1503777612384022535,1503777612384022535,2022-03-15 23:58:16 SE Asia Standard Time,2022-03-15,23:58:16,+0700,1446754668411899912,pixie_rv,alan ❤️‍🔥,,sumpah dah ini indihome ga jelas banget dari tadi sore😭 pake data lama banget 😭,in,[],[],[],1,0,0,[],[],https://twitter.com/pixie_rv/status/1503777612384022535,False,,0,,,,,,,,[],,,,
1503777599377780736,1503777599377780736,2022-03-15 23:58:13 SE Asia Standard Time,2022-03-15,23:58:13,+0700,371066408,jonis_putra,Joni Saputro,,#WhatsOnDisney+Hotstar: TURNING RED di IndiHome! #InternetnyaIndonesia #AktivitasTanpaBatas  https://t.co/8GjtEW4TjV,et,[],[],[],0,0,0,"['whatsondisney', 'internetnyaindonesia', 'aktivitastanpabatas']",[],https://twitter.com/Jonis_Putra/status/1503777599377780736,False,,1,https://pbs.twimg.com/ext_tw_video_thumb/1503777573578637314/pu/img/7z5f-drNTV7b4sb7.jpg,,,,,,,[],,,,
1503777502950752257,1503777502950752257,2022-03-15 23:57:50 SE Asia Standard Time,2022-03-15,23:57:50,+0700,77388407,puputwidiastuti,puput widiastuti,,Nemu viti lucu di tiktok Dr td scrol tiktok tnpa takut khbisan kuota hhiiihi Trmksh IndiHome bkin nyaman  https://t.co/aQMBnQgtAr,in,[],[],[],0,0,0,[],[],https://twitter.com/puputwidiastuti/status/1503777502950752257,False,,1,https://pbs.twimg.com/ext_tw_video_thumb/1503777473640943621/pu/img/iLQ5M7qJrTs-1f2y.jpg,,,,,,,[],,,,
1503777208594165762,1503777208594165762,2022-03-15 23:56:40 SE Asia Standard Time,2022-03-15,23:56:40,+0700,1065980184644341760,inasinus_,darkside,,Boss sinyal boss @Telkomsel @byu_id @IndiHome,ht,"[{'screen_name': 'telkomsel', 'name': 'telkomsel', 'id': '255409050'}, {'screen_name': 'byu_id', 'name': 'by.u', 'id': '1115461070775177216'}, {'screen_name': 'indihome', 'name': 'indihome', 'id': '1075673058931806208'}]",[],[],1,0,2,[],[],https://twitter.com/inasinus_/status/1503777208594165762,False,,0,,,,,,,,[],,,,
1503777035361349635,1503777035361349635,2022-03-15 23:55:58 SE Asia Standard Time,2022-03-15,23:55:58,+0700,77388407,puputwidiastuti,puput widiastuti,,Kwkwkw nemu viti di tiktok lucu Dr td scroling tiktok tnpa takut khbisan kuota Krn pke IndiHome jd serba nyaman  https://t.co/j0LH9AFQxh,in,[],[],[],0,0,0,[],[],https://twitter.com/puputwidiastuti/status/1503777035361349635,False,,1,https://pbs.twimg.com/ext_tw_video_thumb/1503777005309161474/pu/img/IXaJ_dAH6KEdL7is.jpg,,,,,,,[],,,,
1503776847158743041,1503776847158743041,2022-03-15 23:55:13 SE Asia Standard Time,2022-03-15,23:55:13,+0700,77388407,puputwidiastuti,puput widiastuti,,Selasa pagi Smngat buat membakar lemak Panduan By Youtube hhi Untung ad IndiHome jd bkin cpt nemu refrensi  https://t.co/EygzZW2dsj,in,[],[],[],0,0,0,[],[],https://twitter.com/puputwidiastuti/status/1503776847158743041,False,,1,https://pbs.twimg.com/ext_tw_video_thumb/1503776695886966784/pu/img/G3PVV5lUg680xI-y.jpg,,,,,,,[],,,,
1503776813516201986,1503776813516201986,2022-03-15 23:55:05 SE Asia Standard Time,2022-03-15,23:55:05,+0700,77388407,puputwidiastuti,puput widiastuti,,Haii slasaa Mingdep kita ketemu lagi yaa Msh dgn smngt yg sama Brsama IndiHome yg paling setia 🥰🤗  https://t.co/ryrV4OFMsM,in,[],[],[],0,0,0,[],[],https://twitter.com/puputwidiastuti/status/1503776813516201986,False,,1,https://pbs.twimg.com/ext_tw_video_thumb/1503776765923459078/pu/img/cNMYDWRlf0vJoPyT.jpg,,,,,,,[],,,,
1503776619726442499,1503772288855916544,2022-03-15 23:54:19 SE Asia Standard Time,2022-03-15,23:54:19,+0700,1208435278848774144,hariimuse,iammuseozora,,@IndiHomeCare @IndiHome oke kak sen,in,[],[],[],1,0,0,[],[],https://twitter.com/hariimuse/status/1503776619726442499,False,,0,,,,,,,,"[{'screen_name': 'IndiHomeCare', 'name': 'IndiHomeCare', 'id': '765035200896118789'}, {'screen_name': 'IndiHome', 'name': 'IndiHome', 'id': '1075673058931806208'}]",,,,
1503776448674504712,1503776448674504712,2022-03-15 23:53:38 SE Asia Standard Time,2022-03-15,23:53:38,+0700,105648813,ivanlinro,IvanLinroNainggolan,,Koneksi apaan kyk gini woi ? @IndiHome  https://t.co/CPAZNyN1ut,in,"[{'screen_name': 'indihome', 'name': 'indihome', 'id': '1075673058931806208'}]",[],['https://pbs.twimg.com/media/FN58tYcaAAE3osM.jpg'],0,0,0,[],[],https://twitter.com/ivanlinro/status/1503776448674504712,False,,1,https://pbs.twimg.com/media/FN58tYcaAAE3osM.jpg,,,,,,,[],,,,
