id,conversation_id,created_at,date,time,timezone,user_id,username,name,place,tweet,language,mentions,urls,photos,replies_count,retweets_count,likes_count,hashtags,cashtags,link,retweet,quote_url,video,thumbnail,near,geo,source,user_rt_id,user_rt,retweet_id,reply_to,retweet_date,translate,trans_src,trans_dest
1494718225795645442,1494717886237413377,2022-02-18 23:59:30 SE Asia Standard Time,2022-02-18,23:59:30,+0700,1340228062395289603,arcadelune,‘,,"atas rasa hormat dan terima kasih saya kpd staff indihome maka dgn itu saya otw subskreb channel youtube kalian, thanks 🙏",in,[],[],[],0,0,0,[],[],https://twitter.com/arcadelune/status/1494718225795645442,False,,0,,,,,,,,[],,,,
1494718199497068544,1494718199497068544,2022-02-18 23:59:23 SE Asia Standard Time,2022-02-18,23:59:23,+0700,489069260,naila_min,Najsuh (҂^Ő^)9,,uhuy bisa aja indihome :D,et,[],[],[],0,0,0,[],[],https://twitter.com/Naila_min/status/1494718199497068544,False,https://twitter.com/IndiHome/status/1494649502740795395,0,,,,,,,,[],,,,
1494718184150421506,1494718184150421506,2022-02-18 23:59:20 SE Asia Standard Time,2022-02-18,23:59:20,+0700,1494717686475288577,indihomekontoi,Akmal Sudah Vaksin,,Indihome kek kontoI,in,[],[],[],0,0,0,[],[],https://twitter.com/IndihomeKontoI/status/1494718184150421506,False,,0,,,,,,,,[],,,,
1494717994668523523,1494717994668523523,2022-02-18 23:58:35 SE Asia Standard Time,2022-02-18,23:58:35,+0700,1428344206708277259,l_1485s,누나 백현,,Terimakasih indihome 🙏🤌,in,[],[],[],0,0,0,[],[],https://twitter.com/L_1485s/status/1494717994668523523,False,https://twitter.com/IndiHome/status/1494649502740795395,0,,,,,,,,[],,,,
1494717886237413377,1494717886237413377,2022-02-18 23:58:09 SE Asia Standard Time,2022-02-18,23:58:09,+0700,1340228062395289603,arcadelune,‘,,channel youtube indihome brayyyyy,en,[],[],[],1,0,0,[],[],https://twitter.com/arcadelune/status/1494717886237413377,False,https://twitter.com/arcadelune/status/1487469064981446658,0,,,,,,,,[],,,,
1494717879253893120,1494717879253893120,2022-02-18 23:58:07 SE Asia Standard Time,2022-02-18,23:58:07,+0700,1405378408788369408,snaturet,jelaaa,,indihome kenapa bermasalah mulu ya heran,in,[],[],[],0,0,0,[],[],https://twitter.com/snaturet/status/1494717879253893120,False,,0,,,,,,,,[],,,,
1494717703956824067,1494717703956824067,2022-02-18 23:57:25 SE Asia Standard Time,2022-02-18,23:57:25,+0700,1325588430684790786,sayhifullsun_,` nyu 🌺 WTB HAECHAN HOODIE UNGU,,INDIHOME JANGAN BERULAH PLEASEEE,in,[],[],[],0,0,0,[],[],https://twitter.com/sayhifullsun_/status/1494717703956824067,False,,0,,,,,,,,[],,,,
1494717347214422017,1494717347214422017,2022-02-18 23:56:00 SE Asia Standard Time,2022-02-18,23:56:00,+0700,42467852,ervianirmawan,ᴇʀᴠɪᴀɴ ɪʀᴍᴀᴡᴀɴ ᴋᴏᴛᴏ,,@IndiHomeCare kalau besok masih loss jg senin saya minta permohonan pencabutan indihome,in,[],[],[],1,0,0,[],[],https://twitter.com/Ervianirmawan/status/1494717347214422017,False,,0,,,,,,,,[],,,,
1494717226343043078,1494717226343043078,2022-02-18 23:55:31 SE Asia Standard Time,2022-02-18,23:55:31,+0700,1618122133,setyawanricky22,Ndut,,Gak sabar nonton di indihome nihh..  https://t.co/RCW59Fzbxb,in,[],[],[],0,0,0,[],[],https://twitter.com/setyawanricky22/status/1494717226343043078,False,,1,https://pbs.twimg.com/ext_tw_video_thumb/1494717172379107329/pu/img/aMoNY_Feb29eVek1.jpg,,,,,,,[],,,,
1494716880057430018,1494716880057430018,2022-02-18 23:54:09 SE Asia Standard Time,2022-02-18,23:54:09,+0700,1007593975136415744,trovepoppin,trrrrrash,,Yaampun baru kali ini seneng grgr langganan indihome 😭,in,[],[],[],0,0,0,[],[],https://twitter.com/trovepoppin/status/1494716880057430018,False,https://twitter.com/aeribase/status/1494686894869090304,0,,,,,,,,[],,,,
1494716631599443970,1494716631599443970,2022-02-18 23:53:10 SE Asia Standard Time,2022-02-18,23:53:10,+0700,1120260760033091591,nyonyapisiway,Sell 🍒,,BARU SEKALI INI AKU SEBANGGA ITU PAKE INDIHOME ( ◜‿◝ )♡  TIMAACI YA UDH BAWA MAMAS KAI PAKE INDO SUB @IndiHome  lov bgt dech skrg  https://t.co/bTCRnVKnWP,in,"[{'screen_name': 'indihome', 'name': 'indihome', 'id': '1075673058931806208'}]",[],['https://pbs.twimg.com/media/FL5M2q2aMAAUR0U.jpg'],0,0,0,[],[],https://twitter.com/NyonyaPisiway/status/1494716631599443970,False,,1,https://pbs.twimg.com/media/FL5M2q2aMAAUR0U.jpg,,,,,,,[],,,,
1494716447221641219,1494716447221641219,2022-02-18 23:52:26 SE Asia Standard Time,2022-02-18,23:52:26,+0700,37591213,zfdg,zes,,KENAPA TAU2 DI INDIHOME,in,[],[],[],1,0,1,[],[],https://twitter.com/zfdg/status/1494716447221641219,False,https://twitter.com/IndiHome/status/1494649502740795395,0,,,,,,,,[],,,,
1494716222503489537,1494715836849790981,2022-02-18 23:51:32 SE Asia Standard Time,2022-02-18,23:51:32,+0700,1430453242744360962,nastarhangat,ananas,,@aeribase Btw ini gimana nontonnya?? Asal udah pasang wifi indihome bisa nonton atau harus install program gitu??,in,[],[],[],0,0,0,[],[],https://twitter.com/nastarhangat/status/1494716222503489537,False,,0,,,,,,,,"[{'screen_name': 'aeribase', 'name': 'aeribase', 'id': '839092116'}]",,,,
1494716162285850630,1494716162285850630,2022-02-18 23:51:18 SE Asia Standard Time,2022-02-18,23:51:18,+0700,1276846150922809346,cinderchilli,chilla🐧,,JOAAAAAAA  gacuman yg wifinya indihome kan?:),in,[],[],[],0,0,0,[],[],https://twitter.com/cinderchilli/status/1494716162285850630,False,https://twitter.com/IndiHome/status/1494649502740795395,0,,,,,,,,[],,,,
1494715697683120135,1494715697683120135,2022-02-18 23:49:27 SE Asia Standard Time,2022-02-18,23:49:27,+0700,489444704,idengideng,ideng,,"udah 3 hari router indihome mati, kenapa sih?",in,[],[],[],1,0,1,[],[],https://twitter.com/idengideng/status/1494715697683120135,False,,0,,,,,,,,[],,,,
1494715680314122243,1494715680314122243,2022-02-18 23:49:23 SE Asia Standard Time,2022-02-18,23:49:23,+0700,1342472742512197633,tataalvr_,Tata Alvaro,,Gimana @IndiHome ko setiap malem jaringan lelet yah? Padahal udh upgrade ke 30mbps! Kaau gini minta downgred aja deh,in,"[{'screen_name': 'indihome', 'name': 'indihome', 'id': '1075673058931806208'}]",[],[],0,0,0,[],[],https://twitter.com/tataalvr_/status/1494715680314122243,False,,0,,,,,,,,[],,,,
1494715672089141249,1494715672089141249,2022-02-18 23:49:21 SE Asia Standard Time,2022-02-18,23:49:21,+0700,1326298605586558976,exo_vista,EXO VISTA | 1ΞX0,,Kai 's bucket list will be aired on Indihome YT channel from 19th Feb. It will be aired every Sat-Sun at 6PM KST with Indonesian subs.   #KAI #카이 #PEACHES #엑소카이 @weareoneEXO #엑소   https://t.co/df4j8E3cP3,en,"[{'screen_name': 'weareoneexo', 'name': 'exo', 'id': '873115441303924736'}]",[],[],0,19,55,"['kai', '카이', 'peaches', '엑소카이', '엑소']",[],https://twitter.com/EXO_Vista/status/1494715672089141249,False,,1,https://pbs.twimg.com/ext_tw_video_thumb/1494649430221344772/pu/img/PGBjOrCHn3pFwSY9.jpg,,,,,,,[],,,,
1494715304882049024,1494189976677851137,2022-02-18 23:47:53 SE Asia Standard Time,2022-02-18,23:47:53,+0700,765035200896118789,indihomecare,IndiHomeCare,,"@enziii20 Kak Enzi. Ahri informasikan registrasi pasang baru IndiHome bisa melalui aplikasi myIndiHome atau melalui kami ya, Kak. -Ahri",in,[],[],[],1,0,0,[],[],https://twitter.com/IndiHomeCare/status/1494715304882049024,False,,0,,,,,,,,"[{'screen_name': 'enziii20', 'name': 'enziii', 'id': '1454665012039929861'}]",,,,
1494714949943578624,1494189976677851137,2022-02-18 23:46:29 SE Asia Standard Time,2022-02-18,23:46:29,+0700,1454665012039929861,enziii20,enziii,,@IndiHomeCare kalo mau registrasi IndiHome lewat mana?,in,[],[],[],1,0,0,[],[],https://twitter.com/enziii20/status/1494714949943578624,False,,0,,,,,,,,"[{'screen_name': 'IndiHomeCare', 'name': 'IndiHomeCare', 'id': '765035200896118789'}]",,,,
1494714792376147970,1494714792376147970,2022-02-18 23:45:51 SE Asia Standard Time,2022-02-18,23:45:51,+0700,198783754,anginlewat,anginlewat,,Indihome/telkom following the trend of using kpop stars to target the younger crowd huh 😁,en,[],[],[],0,0,0,[],[],https://twitter.com/anginlewat/status/1494714792376147970,False,https://twitter.com/INTLKJI/status/1494673521943154692,0,,,,,,,,[],,,,
1494713994510143494,1494713687646478338,2022-02-18 23:42:41 SE Asia Standard Time,2022-02-18,23:42:41,+0700,1486310367026630658,hugloml,yesa,,@vetucini bener bener indihome,in,[],[],[],0,0,0,[],[],https://twitter.com/hugloml/status/1494713994510143494,False,,0,,,,,,,,"[{'screen_name': 'vetucini', 'name': 'bebe h🅰️did', 'id': '1488535669349974016'}]",,,,
1494713219784802308,1494713219784802308,2022-02-18 23:39:36 SE Asia Standard Time,2022-02-18,23:39:36,+0700,1291918930324230144,indah31fit,이민호 • 엑소 • คริสสิงโต,,thank youuu min nanti aku nonton kok ❤️ jadi seneng nih jadinya langganan pake indihome,in,[],[],[],0,0,0,[],[],https://twitter.com/indah31fit/status/1494713219784802308,False,https://twitter.com/IndiHome/status/1494649502740795395,0,,,,,,,,[],,,,
1494712632443809795,1494712632443809795,2022-02-18 23:37:16 SE Asia Standard Time,2022-02-18,23:37:16,+0700,700564279,kufukafa,sonia,,Butuh anak indihome buat bantu cari barang 😌,in,[],[],[],0,0,0,[],[],https://twitter.com/kufukafa/status/1494712632443809795,False,,0,,,,,,,,[],,,,
1494712409356865540,1494712409356865540,2022-02-18 23:36:23 SE Asia Standard Time,2022-02-18,23:36:23,+0700,1291918930324230144,indah31fit,이민호 • 엑소 • คริสสิงโต,,"Tumben indihome, tapi makasihhh yaaa @IndiHome seneng jadinya pake indihome",in,"[{'screen_name': 'indihome', 'name': 'indihome', 'id': '1075673058931806208'}]",[],[],0,0,1,[],[],https://twitter.com/indah31fit/status/1494712409356865540,False,https://twitter.com/caramelkji/status/1494666099186860036,0,,,,,,,,[],,,,
1494712178162606080,1494712178162606080,2022-02-18 23:35:28 SE Asia Standard Time,2022-02-18,23:35:28,+0700,1445056671894491143,prarmdhna,Putri Petir ⚡️,,udah capek banget sama indihome,in,[],[],[],0,0,0,[],[],https://twitter.com/prarmdhna/status/1494712178162606080,False,,0,,,,,,,,[],,,,
1494712130683441152,1494712130683441152,2022-02-18 23:35:17 SE Asia Standard Time,2022-02-18,23:35:17,+0700,963728716416167936,aloodie,zah,,random sih heran aja kenapa indihome yang ambil acaranya. ga expect sih ya,in,[],[],[],0,0,0,[],[],https://twitter.com/aloodie/status/1494712130683441152,False,,0,,,,,,,,[],,,,
1494711525860593671,1494711525860593671,2022-02-18 23:32:52 SE Asia Standard Time,2022-02-18,23:32:52,+0700,1422939834641911812,pygom_,𝚗𝚒𝚍🪐,,makasi loh indihome 😭🤣🤣   https://t.co/N2NzhUeSD0,tl,[],[],[],0,0,0,[],[],https://twitter.com/pygom_/status/1494711525860593671,False,,1,https://pbs.twimg.com/ext_tw_video_thumb/1494649430221344772/pu/img/PGBjOrCHn3pFwSY9.jpg,,,,,,,[],,,,
1494711525348904960,1494711525348904960,2022-02-18 23:32:52 SE Asia Standard Time,2022-02-18,23:32:52,+0700,1143432553375789056,bapacksixpack,Bapacksixpack,,"gak bisa berkata2 lagi main mobile legend pake internet indihome bisa win streak 12 kali kek gini , emang kalau internet berkualitas gak bisa bohong 👍👍  https://t.co/Kjb4baffss",in,[],[],[],0,0,0,[],[],https://twitter.com/bapacksixpack/status/1494711525348904960,False,,1,https://pbs.twimg.com/ext_tw_video_thumb/1494710718213795841/pu/img/wENYFPo0BoIUDMMQ.jpg,,,,,,,[],,,,
1494711351406923778,1494711351406923778,2022-02-18 23:32:11 SE Asia Standard Time,2022-02-18,23:32:11,+0700,1340228062395289603,arcadelune,‘,,ga kepikiran hak siarnya bakal dibeli indihome gitu kek pikiran gw ga sampe sono wak,in,[],[],[],0,0,0,[],[],https://twitter.com/arcadelune/status/1494711351406923778,False,,0,,,,,,,,[],,,,
1494711027162030081,1494709472497143808,2022-02-18 23:30:53 SE Asia Standard Time,2022-02-18,23:30:53,+0700,1134408645570060288,404pageunknown,Nanad,,@KYOTAKAKOJI Aku lg interaksi sm setan dong? Keren aku anak indihome,in,[],[],[],1,0,0,[],[],https://twitter.com/404PageUnknown/status/1494711027162030081,False,,0,,,,,,,,[],,,,
1494710709355433987,1494710709355433987,2022-02-18 23:29:38 SE Asia Standard Time,2022-02-18,23:29:38,+0700,1056943709185429507,bossbellkimm,kgnkjd,,Pertama kalinya w seneng ama indihome wkwk,in,[],[],[],0,0,0,[],[],https://twitter.com/bossbellkimm/status/1494710709355433987,False,https://twitter.com/caramelkji/status/1494666099186860036,0,,,,,,,,[],,,,
1494710243636363271,1494710243636363271,2022-02-18 23:27:47 SE Asia Standard Time,2022-02-18,23:27:47,+0700,1241204889570750464,teamuniversol,Team Universo-L,,"🔰INFO.  La lista de deseos de #KAI se transmitira po el canal de YouTube de Indihome cada sabado y domingo a las 6PM KST, a partir del 19 de Febrero.  🔗  https://t.co/b2v7KVGfDW  #EXO #엑소 #KAI #카이 @weareoneEXO  https://t.co/Ks8QMDiiB5",es,"[{'screen_name': 'weareoneexo', 'name': 'exo', 'id': '873115441303924736'}]",['https://youtu.be/lJL-L7mcxes'],['https://pbs.twimg.com/media/FL5HC2HXMAsVpcm.jpg'],0,10,12,"['kai', 'exo', '엑소', 'kai', '카이']",[],https://twitter.com/TeamUniversoL/status/1494710243636363271,False,,1,https://pbs.twimg.com/media/FL5HC2HXMAsVpcm.jpg,,,,,,,[],,,,
1494709981593358336,1494514174248255489,2022-02-18 23:26:44 SE Asia Standard Time,2022-02-18,23:26:44,+0700,1698575040,gethmoy,𝐌y 𝐏𝐑𝐈𝐍𝐂𝐄𝐒𝐒 𝒃𝒂𝒃𝒚 𝒊𝒎𝒐𝒚,,@harutowatanabae emng indihome punya boneka?:(,in,[],[],[],1,0,0,[],[],https://twitter.com/gethmoy/status/1494709981593358336,False,,0,,,,,,,,"[{'screen_name': 'harutowatanabae', 'name': 'lockuname', 'id': '1387750572376281090'}]",,,,
1494709641799897088,1494709641799897088,2022-02-18 23:25:23 SE Asia Standard Time,2022-02-18,23:25:23,+0700,1411028504724926465,ruhmanaita,Ita Ruhmana Sari,,Setiap hari jadi seru bareng channel dari indihome #InternetnyaIndonesia  #IndiHomeMbois #AktivitasTanpaBatas,in,[],[],[],0,0,0,"['internetnyaindonesia', 'indihomembois', 'aktivitastanpabatas']",[],https://twitter.com/RuhmanaIta/status/1494709641799897088,False,,0,,,,,,,,[],,,,
1494709358382698497,1494514174248255489,2022-02-18 23:24:16 SE Asia Standard Time,2022-02-18,23:24:16,+0700,724115566747774977,qrntien,A z r a e l,,@gethmoy boneka indihome dong,in,[],[],[],1,0,0,[],[],https://twitter.com/qrntien/status/1494709358382698497,False,,0,,,,,,,,"[{'screen_name': 'gethmoy', 'name': '𝐌y 𝐏𝐑𝐈𝐍𝐂𝐄𝐒𝐒 𝒃𝒂𝒃𝒚 𝒊𝒎𝒐𝒚', 'id': '1698575040'}]",,,,
1494709191470055427,1494709191470055427,2022-02-18 23:23:36 SE Asia Standard Time,2022-02-18,23:23:36,+0700,576803002,destiyanaa,Desteh²⁵²¹,,Makasih loh indihome. Aku gk perlu cari link harom😭👍,in,[],[],[],0,0,0,[],[],https://twitter.com/destiyanaa/status/1494709191470055427,False,https://twitter.com/IndiHome/status/1494649502740795395,0,,,,,,,,[],,,,
1494708860904304645,1494611493412691970,2022-02-18 23:22:17 SE Asia Standard Time,2022-02-18,23:22:17,+0700,1198623514338574336,geronimeow,miwa ꕤ,,@tfeardrop indihome knp ya suka caper,in,[],[],[],0,0,0,[],[],https://twitter.com/geronimeow/status/1494708860904304645,False,,0,,,,,,,,"[{'screen_name': 'tfeardrop', 'name': 'Keith.', 'id': '1412684476757409792'}]",,,,
1494708534428127233,1494708100099866626,2022-02-18 23:20:59 SE Asia Standard Time,2022-02-18,23:20:59,+0700,1468496895819792387,scvrpivvv,p y o,,@doyouwanadateme Custumer service nya indihome kayak nya bisa di hubungi kak 🤔,tl,[],[],[],1,0,0,[],[],https://twitter.com/scvrpivvv/status/1494708534428127233,False,,0,,,,,,,,"[{'screen_name': 'doyouwanadateme', 'name': 'Queen👑', 'id': '1062676854740402176'}]",,,,
1494708442195390466,1494708442195390466,2022-02-18 23:20:37 SE Asia Standard Time,2022-02-18,23:20:37,+0700,1429082777937350664,loii_1717,Lois Leo,,"Selamat hari jumat !  Jaga kesehatan, makan yang teratur, olahraga, dan isitirahat yang cukup. Di kondisi kaya gini penting banget buat jaga stamina kita. Kalo tubuh fit pasti kerjaan cepet selesei apalagi dibantu internet IndiHome yang buat makin semangat nyeleseinnya🥰",in,[],[],[],0,0,0,[],[],https://twitter.com/Loii_1717/status/1494708442195390466,False,,0,,,,,,,,[],,,,
1494708420221435904,1494708420221435904,2022-02-18 23:20:32 SE Asia Standard Time,2022-02-18,23:20:32,+0700,1429082777937350664,loii_1717,Lois Leo,,"Lagi trend banget foto sama ayang, sayangnya si ayang lagi ldran, yaudah deh gapapa masih bisa vidcallan sama ayang meskipun LDR ttp vidcallan pake internet IndiHome biar makin disayang 🥰",in,[],[],[],0,0,0,[],[],https://twitter.com/Loii_1717/status/1494708420221435904,False,,0,,,,,,,,[],,,,
1494708356421808129,1494708356421808129,2022-02-18 23:20:17 SE Asia Standard Time,2022-02-18,23:20:17,+0700,1429082777937350664,loii_1717,Lois Leo,,Happy friday! Ga kerasa ya besok udah weekend lagi! Yeyyy! Semenjak pake IndiHome weekend ga perlu keluar rumah karna bisa netflixan seharian,in,[],[],[],0,0,0,[],[],https://twitter.com/Loii_1717/status/1494708356421808129,False,,0,,,,,,,,[],,,,
1494708204219285507,1494708204219285507,2022-02-18 23:19:40 SE Asia Standard Time,2022-02-18,23:19:40,+0700,1340228062395289603,arcadelune,‘,,bayangan gw nonton diviu atau ga channel korea gitukan INI YOUTUBE INDIHOME UDH INDOSUB LAGI emng jalan hidup ga ada yang tau,in,[],[],[],0,0,0,[],[],https://twitter.com/arcadelune/status/1494708204219285507,False,,0,,,,,,,,[],,,,
1494707785384468482,1494707503342682112,2022-02-18 23:18:01 SE Asia Standard Time,2022-02-18,23:18:01,+0700,1340228062395289603,arcadelune,‘,,bingung tapi makasih buat indihome JUJURLY GA NYANGKA GUE BISA NONTON CUMA-CUMA MANA TAYANG DIYOUTUBE LAGI HUHUHU,in,[],[],[],0,0,0,[],[],https://twitter.com/arcadelune/status/1494707785384468482,False,,0,,,,,,,,[],,,,
1494707701514862600,1494707701514862600,2022-02-18 23:17:41 SE Asia Standard Time,2022-02-18,23:17:41,+0700,1618122133,setyawanricky22,Ndut,,"Tenang, kali ini saya mengalah dari @saipipul di BRI liga 1 indihome  https://t.co/IErt6lOQyu",in,"[{'screen_name': 'saipipul', 'name': 'saiful umar', 'id': '245785314'}]",[],[],0,0,0,[],[],https://twitter.com/setyawanricky22/status/1494707701514862600,False,,1,https://pbs.twimg.com/ext_tw_video_thumb/1494707683357691909/pu/img/6s4OGLMXG9Z3VqhS.jpg,,,,,,,[],,,,
1494707668744687618,1494707668744687618,2022-02-18 23:17:33 SE Asia Standard Time,2022-02-18,23:17:33,+0700,319487701,senipewarna,Lazu,,indihome lagi ga stabil ya?,in,[],[],[],1,0,1,[],[],https://twitter.com/SeniPewarna/status/1494707668744687618,False,,0,,,,,,,,[],,,,
